bug_id,"short_desc","bug_status","keywords","product","component","version","op_sys","target_milestone","qa_contact","short_short_desc","assigned_to","reporter"
718882,"Please add a new Betafarm component to the Websites product","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Mac OS X","---","administation","Please add a new Betafarm component to the Websites product","glob","dascher"
722054,"Need new custom fields for ESR10 releases","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Mac OS X","---","administation","Need new custom fields for ESR10 releases","glob","dveditz"
722224,"Release tracking flag refresh (13)","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Release tracking flag refresh (13)","glob","glob"
722275,"Create versions for reps.mozilla.org component","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Mac OS X","---","administation","Create versions for reps.mozilla.org component","glob","pierros"
722385,"Please update approval‑mozilla‑aurora? and approval‑mozilla‑beta? flag type comments","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Please update approval‑mozilla‑aurora? and approval‑mozilla‑beta? flag type comments","glob","akeybl"
722921,"New blocking flags for Bugzilla needed","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","New blocking flags for Bugzilla needed","glob","LpSolit"
723032,"Flag Additions for Thunderbird 3.1.19","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Flag Additions for Thunderbird 3.1.19","glob","mbanner"
723269,"Create Websites :: detodosparatodos.org component","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Create Websites :: detodosparatodos.org component","glob","ckoehler"
723399,"new components for the air mozilla product","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","new components for the air mozilla product","glob","glob"
723990,"Requesting a new bugzilla component for the community website mozilla.org.uk","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Mac OS X","---","administation","Requesting a new bugzilla component for the community website mozilla.org.uk","glob","mozilla+bugzilla"
725228,"Please add a ""mozglue"" component in ""Core"" product for code in mozglue/","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Please add a ""mozglue"" component in ""Core"" product for code in mozglue/","glob","mh+mozilla"
725324,"Need new custom fields for ESR10 releases","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Mac OS X","---","administation","Need new custom fields for ESR10 releases","glob","mbanner"
726843,"Change default assignee in Snippet Product","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Mac OS X","---","administation","Change default assignee in Snippet Product","glob","lforrest"
726893,"Modifications to the ESR Tracking/Status Flags","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Modifications to the ESR Tracking/Status Flags","glob","akeybl"
727696,"Need custom field values for Firefox 3.6.27 and 3.6.28 releases","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Need custom field values for Firefox 3.6.27 and 3.6.28 releases","glob","dveditz"
728520,"Create a bzexport component in Other Applications","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Mac OS X","---","administation","Create a bzexport component in Other Applications","glob","josh"
160349,"Browser: Bookmarks is orphanned (ben was reassigned) please give to rjc@netscape.com","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Browser: Bookmarks is orphanned (ben was reassigned) please give to rjc@netscape.com","ian","timeless"
160355,"change owner of Browser: Skinability from ben@netscape.com to andreww@netscape.com","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","change owner of Browser: Skinability from ben@netscape.com to andreww@netscape.com","ian","timeless"
179191,"Add version 2.17.1 for Bugzilla product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add version 2.17.1 for Bugzilla product","ian","justdave"
182125,"Add NSS versions 3.6.1, 3.7, 3.8 and target milestones 3.7.1, 3.8.","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add NSS versions 3.6.1, 3.7, 3.8 and target milestones 3.7.1, 3.8.","ian","wtc"
185140,"change owner of ImageLib, Image:GFX and Image:Layout from pavlov@netscape.com to jdunn@netscape.com","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","change owner of ImageLib, Image:GFX and Image:Layout from pavlov@netscape.com to jdunn@netscape.com","ian","cathleennscp"
185688,"change owner for Editor:Composer from syd@netscape.com to composer@editor.bugs","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","change owner for Editor:Composer from syd@netscape.com to composer@editor.bugs","ian","brade"
186520,"Add versions 2.17.2, 2.16.2, 2.14.5 to Bugzilla product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add versions 2.17.2, 2.16.2, 2.14.5 to Bugzilla product","ian","justdave"
186661,"Change 'votestoconfirm' to 2 for the Bugzilla product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Change 'votestoconfirm' to 2 for the Bugzilla product","ian","justdave"
187275,"Change Cookies owner from morse@netscape.com to darin@netscape.com","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Change Cookies owner from morse@netscape.com to darin@netscape.com","ian","hjtoi-bugzilla"
187659,"Add version 2.17.3 for Bugzilla product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add version 2.17.3 for Bugzilla product","ian","justdave"
188962,"correction for |Layout: Floats| component description","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Linux","---","timeless","correction for |Layout: Floats| component description","ian","caillon"
195799,"Change QA contact for PSM from junruh@netscape.com to bmartin@netscape.com","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows 2000","---","timeless","Change QA contact for PSM from junruh@netscape.com to bmartin@netscape.com","ian","junruh"
200420,"New target versions for NSPR need to be added","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","New target versions for NSPR need to be added","ian","julien.pierre"
202601,"Embedding: GRE Core","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows XP","---","timeless","Embedding: GRE Core","ian","doug.turner"
203004,"Change default Browser:Build Config owner","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Change default Browser:Build Config owner","ian","netscape"
209718,"Owner needed for DOM Load/Save","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Linux","---","timeless","Owner needed for DOM Load/Save","ian","bzbarsky"
209912,"Create Mozilla Localizations: Spanish/es owner: omgs@escomposlinux.org","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create Mozilla Localizations: Spanish/es owner: omgs@escomposlinux.org","ian","omgs"
212666,"Change MailNews:Movemail owner from adam@gimp.org to pkw@us.ibm.com","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Change MailNews:Movemail owner from adam@gimp.org to pkw@us.ibm.com","ian","sspitzer"
213119,"reassign default QA contact for build config bugs","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","reassign default QA contact for build config bugs","ian","granrosebugs"
213472,"Request to remove my name as default QA Contact","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows 2000","---","timeless","Request to remove my name as default QA Contact","ian","desale"
213919,"Thunderbird components and qa contacts","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Other","---","timeless","Thunderbird components and qa contacts","ian","timeless"
214197,"Browser component page suggests wrong component for file saving issues","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Browser component page suggests wrong component for file saving issues","ian","bugzilla"
214916,"Remove me as default SVG QA","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Linux","---","timeless","Remove me as default SVG QA","ian","bbaetz"
215563,"Please remove me as default QA for the below components","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows XP","---","timeless","Please remove me as default QA for the below components","ian","dsirnapalli"
218209,"enter_bug.cgi has typo: ""It also includes bugs in tools that such as mozbot.""","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows XP","---","timeless","enter_bug.cgi has typo: ""It also includes bugs in tools that such as mozbot.""","ian","bmo.2"
218867,"Mention 'Options' In Firebird:Preferences","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows 98","---","timeless","Mention 'Options' In Firebird:Preferences","ian","hhschwab"
219751,"New NSS versions (3.4.4, 3.7.4-3.7.8, 3.8.1, 3.8.2, 3.9) and target milestones (3.8.2, 3.8.3, 3.9.1, 3.10)","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","New NSS versions (3.4.4, 3.7.4-3.7.8, 3.8.1, 3.8.2, 3.9) and target milestones (3.8.2, 3.8.3, 3.9.1, 3.10)","ian","wtc"
219753,"Add new NSPR versions (4.5, 4.5.1) and target milestones (4.5, 4.5.1, 4.5.2, 4.6)","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add new NSPR versions (4.5, 4.5.1) and target milestones (4.5, 4.5.1, 4.5.2, 4.6)","ian","wtc"
224989,"make bugzilla@babylonsounds.com default QA for Firebird-Installer component for now","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","make bugzilla@babylonsounds.com default QA for Firebird-Installer component for now","ian","bugzilla"
225248,"update ""Browser/Build Config"" assignee/QA","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","update ""Browser/Build Config"" assignee/QA","ian","benjamin"
225876,"Version 2.17.6 for the Bugzilla Product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Version 2.17.6 for the Bugzilla Product","ian","vladd"
229610,"Thunderbird product had votes to confirm: 0 which disables the unconfirmed state except for buggy transitions","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Thunderbird product had votes to confirm: 0 which disables the unconfirmed state except for buggy transitions","ian","m-wada"
240780,"Default assignees and QA contacts full of formerly-netscape.com.tld addresses","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Default assignees and QA contacts full of formerly-netscape.com.tld addresses","ian","smjg"
246963,"Firefox: Help Documentation default assignee needs to be changed to rlk@mozdev.org","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows XP","---","timeless","Firefox: Help Documentation default assignee needs to be changed to rlk@mozdev.org","ian","rjkeller"
216121,"QA transition of netscape.com users","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","benc","QA transition of netscape.com users","justdave","benc"
333165,"Need a Product for Testopia and Components","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Need a Product for Testopia and Components","justdave","gregaryh"
356472,"Need product added for the Penelope project","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows XP","---","timeless","Need product added for the Penelope project","justdave","mscott"
405005,"Please rename ""Linux Maemo"" to ""Linux (embedded)""","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Maemo","---","timeless","Please rename ""Linux Maemo"" to ""Linux (embedded)""","justdave","timeless"
515698,"Need 1.0b4+ and 1.0a4+ added to blocking-fennec multi-state flag","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows NT","---","timeless","Need 1.0b4+ and 1.0a4+ added to blocking-fennec multi-state flag","justdave","pavlov"
556431,"Need current 1.9.2.3 custom flags moved/renamed to 1.9.2.4, new .3s created","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Need current 1.9.2.3 custom flags moved/renamed to 1.9.2.4, new .3s created","justdave","dveditz"
573162,"Add William Reynolds as CC to Marketing Events and Swag Form","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Other","---","timeless","Add William Reynolds as CC to Marketing Events and Swag Form","justdave","sarah"
587266,"PR Bugzilla","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Mac OS X","---","timeless","PR Bugzilla","justdave","bhopkins"
650452,"Create role account for on-call bug queue","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","Create role account for on-call bug queue","justdave","ravi"
657536,"Please merge/delete my old bugzilla account","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Other","---","administation","Please merge/delete my old bugzilla account","justdave","jduell.mcbugs"
703137,"Merge aakash's two bugzilla accounts","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","Mac OS X","---","administation","Merge aakash's two bugzilla accounts","justdave","mozaakash"
580398,"add approval-2.0 flag to core, toolkit, and firefox products, and release engineering components","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Mac OS X","---","timeless","add approval-2.0 flag to core, toolkit, and firefox products, and release engineering components","mbeltzner","mbeltzner"
323306,"add ui-review flag for attachments (in firefox only?)","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","add ui-review flag for attachments (in firefox only?)","mconnor","mbeltzner"
328394,"change order of flags for components with ui-review","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","change order of flags for components with ui-review","mconnor","mbeltzner"
341773,"Need a keyword for ""needs doc update"": dev-doc-complete, dev-doc-needed","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Mac OS X","---","timeless","Need a keyword for ""needs doc update"": dev-doc-complete, dev-doc-needed","mconnor","eshepherd"
342156,"Needed changes for 1.8.1 branch lockdown","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows XP","---","timeless","Needed changes for 1.8.1 branch lockdown","mconnor","mconnor"
353534,"firefox product target milestone page involves a redirect","RESOLVED",,"bugzilla.mozilla.org","Administration","other","SunOS","---","timeless","firefox product target milestone page involves a redirect","mconnor","timeless"
389686,"need M7 / M8 milestoning strategy for Core product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","need M7 / M8 milestoning strategy for Core product","mconnor","dmose"
580514,"need a beta4+ state in the blocking2.0 flag","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows 7","---","timeless","need a beta4+ state in the blocking2.0 flag","mconnor","mbeltzner"
615624,"please create Mozilla Services / Server: Key Exchange and move jpake bugs there","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","please create Mozilla Services / Server: Key Exchange and move jpake bugs there","mconnor","rsoderberg"
629225,"new component: Mozilla Services -> Server: Account Portal","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Mac OS X","---","timeless","new component: Mozilla Services -> Server: Account Portal","mconnor","rsoderberg"
636522,"create new component: Mozilla Services: Operations: Deployment Requests","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows 7","---","administation","create new component: Mozilla Services: Operations: Deployment Requests","mconnor","mconnor"
642543,"Bugzilla components for F1","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","administation","Bugzilla components for F1","mconnor","philipp"
683997,"Security bug access for Mozilla Services bugs for :philikon and :rnewman","RESOLVED",,"bugzilla.mozilla.org","Administration","Current","All","---","administation","Security bug access for Mozilla Services bugs for :philikon and :rnewman","mconnor","rnewman"
288433,"Rhino project: changing default bug owner","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Linux","---","timeless","Rhino project: changing default bug owner","mozillamarcia.knous","igor"
297424,"core:embedding apis not watchable","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Linux","---","timeless","core:embedding apis not watchable","mozillamarcia.knous","cbiesinger"
298904,"Reorganize suite's bugzilla product to accomodate new SeaMonkey project.","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Reorganize suite's bugzilla product to accomodate new SeaMonkey project.","mozillamarcia.knous","kairo"
306762,"Need a default QA owner set up for RSS component","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Mac OS X","---","timeless","Need a default QA owner set up for RSS component","mozillamarcia.knous","mozillamarcia.knous"
307408,"Give AMO and AUS ""Blocking Aviary"" flags","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows 2000","---","timeless","Give AMO and AUS ""Blocking Aviary"" flags","mozillamarcia.knous","Bugzilla-alanjstrBugs"
308464,"update QA for Error Console and XP Toolkit/Widgets","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","update QA for Error Console and XP Toolkit/Widgets","mozillamarcia.knous","vseerror"
309725,"Change of it-IT locaziation ownership","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Change of it-IT locaziation ownership","mozillamarcia.knous","prometeo.bugs"
313769,"Need default assignee for Bidi component","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Need default assignee for Bidi component","mozillamarcia.knous","mozilla"
314805,"create LDAP integration pseudo-user","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","create LDAP integration pseudo-user","mozillamarcia.knous","dmose"
322392,"Need to add ""opensolaris"" in OS list","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Need to add ""opensolaris"" in OS list","mozillamarcia.knous","zhayupeng"
324255,"AUS product needs default assignee and/or default QA contact","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","AUS product needs default assignee and/or default QA contact","mozillamarcia.knous","reed"
326118,"create a build@mozilla-org.bugs user and set initial members","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","create a build@mozilla-org.bugs user and set initial members","mozillamarcia.knous","chase"
327062,"Remove chase from default assignee / default qacontact","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Remove chase from default assignee / default qacontact","mozillamarcia.knous","reed"
328320,"'testcase' flag should be renamed","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","'testcase' flag should be renamed","mozillamarcia.knous","eyalroz"
330395,"Change default owner and QA for Core: ImageLib","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Change default owner and QA for Core: ImageLib","mozillamarcia.knous","darin.moz"
332461,"creation of a da-dk@localization.bugs meta-account","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","creation of a da-dk@localization.bugs meta-account","mozillamarcia.knous","sskroeder+bugzilla"
332523,"Firefox's RSS Discovery and Preview needs a watchable default QA","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Firefox's RSS Discovery and Preview needs a watchable default QA","mozillamarcia.knous","philringnalda"
332905,"Create Core :: Needs Triage (or Core :: General) component","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create Core :: Needs Triage (or Core :: General) component","mozillamarcia.knous","gavin.sharp"
334198,"Give Core::XPConnect a watchable default QA contact","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Give Core::XPConnect a watchable default QA contact","mozillamarcia.knous","gavin.sharp"
334297,"create a watchable qa contact for core:editor, editor@core.bugs","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Mac OS X","---","timeless","create a watchable qa contact for core:editor, editor@core.bugs","mozillamarcia.knous","timeless"
335919,"Add watchable QA contacts to MailNews components in Core","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add watchable QA contacts to MailNews components in Core","mozillamarcia.knous","wicked"
335952,"lxr needs a new default owner, possibly a placeholder","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","lxr needs a new default owner, possibly a placeholder","mozillamarcia.knous","timeless"
336015,"Sunbird 0.3b blocking flag","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Sunbird 0.3b blocking flag","mozillamarcia.knous","jminta"
336165,"change qa contact of Ports: Qt from cbiesinger@gmx.at to a generic one","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Linux","---","timeless","change qa contact of Ports: Qt from cbiesinger@gmx.at to a generic one","mozillamarcia.knous","cbiesinger"
338236,"Editbugs for evan.yan@sun.com","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Linux","---","timeless","Editbugs for evan.yan@sun.com","mozillamarcia.knous","evan.yan"
338513,"Change default bug owner for Core/XForms","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Change default bug owner for Core/XForms","mozillamarcia.knous","allan"
341507,"Editbugs permission for Jonathan Chetwynd","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Mac OS X","---","timeless","Editbugs permission for Jonathan Chetwynd","mozillamarcia.knous","j.chetwynd"
341631,"want synthetic uploads@mdc.bugs","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Mac OS X","---","timeless","want synthetic uploads@mdc.bugs","mozillamarcia.knous","shaver"
345906,"Bugzilla: Whining should be assigned to whining@bugzilla.bugs","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Bugzilla: Whining should be assigned to whining@bugzilla.bugs","mozillamarcia.knous","mkanat"
349022,"Create es-AR l10n component","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Linux","---","timeless","Create es-AR l10n component","mozillamarcia.knous","enzomatrix"
349193,"Request for RTL keyword","RESOLVED","rtl","bugzilla.mozilla.org","Administration","other","Linux","---","timeless","Request for RTL keyword","mozillamarcia.knous","bugs+behnam"
349540,"Create Networking: JAR","RESOLVED",,"bugzilla.mozilla.org","Administration","other","SunOS","---","timeless","Create Networking: JAR","mozillamarcia.knous","timeless"
349910,"Changing of default bug owner+qacontact for ru l10n from nobody@mozilla.org to unghost@mozilla-russia.org","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows XP","---","timeless","Changing of default bug owner+qacontact for ru l10n from nobody@mozilla.org to unghost@mozilla-russia.org","mozillamarcia.knous","unghost"
350605,"Add ""fa / Persian"" to ""Mozilla Localizations""","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add ""fa / Persian"" to ""Mozilla Localizations""","mozillamarcia.knous","bugs+behnam"
351040,"triage flags for l10n blockers on firefox2","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows XP","---","timeless","triage flags for l10n blockers on firefox2","mozillamarcia.knous","chofmann"
352866,"Internationalization QA ""amyy@hotmail.com"" is invalid","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Internationalization QA ""amyy@hotmail.com"" is invalid","mozillamarcia.knous","vseerror"
353191,"approval1.8.1 patch flag for Mozilla Localizations","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","approval1.8.1 patch flag for Mozilla Localizations","mozillamarcia.knous","l10n"
353390,"blocking flag shuffle for 1.8.0.8/9 releases","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","blocking flag shuffle for 1.8.0.8/9 releases","mozillamarcia.knous","dveditz"
353472,"about getting a component for mn/Mongolian","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows XP","---","timeless","about getting a component for mn/Mongolian","mozillamarcia.knous","natsag2000"
356456,"Need versions and TMs added for Webtools :: Party Tool","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Need versions and TMs added for Webtools :: Party Tool","mozillamarcia.knous","reed"
357693,"add Toolkit:Airbag component","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","add Toolkit:Airbag component","mozillamarcia.knous","ted.mielczarek"
358081,"Create be / Belarusian component in Mozilla Localizations","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create be / Belarusian component in Mozilla Localizations","mozillamarcia.knous","mozilla_by"
359092,"admin-tools@add-ons.bugs QA creation","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","admin-tools@add-ons.bugs QA creation","mozillamarcia.knous","fligtar"
359848,"Need tamarin@core.bugs synthetic account","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Need tamarin@core.bugs synthetic account","mozillamarcia.knous","shaver"
360711,"Add a ""WebService"" component in the ""Bugzilla"" product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add a ""WebService"" component in the ""Bugzilla"" product","mozillamarcia.knous","LpSolit"
361633,"Subcomponent for Kurdish needed","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Subcomponent for Kurdish needed","mozillamarcia.knous","erdal.ronahi"
361794,"Give Core::xpidl a better default assignee/QA contact","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Give Core::xpidl a better default assignee/QA contact","mozillamarcia.knous","gavin.sharp"
363601,"OS menu has too many options","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","OS menu has too many options","mozillamarcia.knous","joshmoz"
365402,"Add the ""Dependency Tree/Graph"" component to the ""Bugzilla"" product","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add the ""Dependency Tree/Graph"" component to the ""Bugzilla"" product","mozillamarcia.knous","LpSolit"
367197,"Please create Mozilla Labs product and associated components","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Please create Mozilla Labs product and associated components","mozillamarcia.knous","bhashem"
367558,"Create a watcher QA contact account for mozilla.org :: CA Certificates","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create a watcher QA contact account for mozilla.org :: CA Certificates","mozillamarcia.knous","nelson"
367916,"Request for changing the default assignee for ""Java:OJI""","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Request for changing the default assignee for ""Java:OJI""","mozillamarcia.knous","alfred.peng"
369212,"Layout:Images seems to have an inactive default owner","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Layout:Images seems to have an inactive default owner","mozillamarcia.knous","matspal"
369434,"Image:GFX should have assignee=nobody and a watchable QA contact","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Image:GFX should have assignee=nobody and a watchable QA contact","mozillamarcia.knous","dbaron"
369544,"Add resolution ""Incomplete"" (or something similar)","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Add resolution ""Incomplete"" (or something similar)","mozillamarcia.knous","majken"
369728,"Create Mozilla Localizations component: hi-IN / Hindi","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create Mozilla Localizations component: hi-IN / Hindi","mozillamarcia.knous","l10n"
369731,"Create Mozilla Localizations component: hy-AM / Armenian","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Create Mozilla Localizations component: hy-AM / Armenian","mozillamarcia.knous","l10n"
370618,"New Mozilla Localizations component for Kinyarwanda","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","New Mozilla Localizations component for Kinyarwanda","mozillamarcia.knous","l10n"
370622,"New Mozilla Localizations component for Ukrainian","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","New Mozilla Localizations component for Ukrainian","mozillamarcia.knous","l10n"
371762,"Change default assignee of planet.mozilla.org component and add watcher QA contact","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Change default assignee of planet.mozilla.org component and add watcher QA contact","mozillamarcia.knous","reed"
371984,"Hide blocking1.8.0.10 and approval1.8.0.10 flags","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Hide blocking1.8.0.10 and approval1.8.0.10 flags","mozillamarcia.knous","gavin.sharp"
373046,"add qa@mozilla.bugs email alias","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","add qa@mozilla.bugs email alias","mozillamarcia.knous","bclary"
373968,"Add ""PRD Change Request"" component","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Other","---","timeless","Add ""PRD Change Request"" component","mozillamarcia.knous","deb"
374001,"Core:Style System (CSS) create a placeholder qa contact and change the default owner to nobody@mozilla.org","RESOLVED",,"bugzilla.mozilla.org","Administration","other","All","---","timeless","Core:Style System (CSS) create a placeholder qa contact and change the default owner to nobody@mozilla.org","mozillamarcia.knous","matspal"
375145,"rename Mozilla Localizations: ru-RU / Russian to ru / Russian","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Linux","---","timeless","rename Mozilla Localizations: ru-RU / Russian to ru / Russian","mozillamarcia.knous","unghost"
376459,"add operator to bugzilla?","RESOLVED",,"bugzilla.mozilla.org","Administration","other","Windows XP","---","timeless","add operator to bugzilla?","mozillamarcia.knous","moco"
